Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
91.687.020,19910971100010,COLLEGE LES SABLONS,53 RUE DUPARCHY,91170,VIRY CHATILLON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.687.311,30116075000099,CLINEA - MOULIN DE VIRY,2 RUE HORACE DE CHOISEUL,91170,VIRY CHATILLON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.689.002,96820203600016,VARACHAUX,23 RTE DE PARAY,91320,WISSOUS,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
91.689.003,38403068000035,ORLY AIR TRAITEUR,ORLY 1 RUE DU PONT DE PIERRE BP 61,91320,WISSOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.689.006,33358346601001,KUEHNE+NAGEL - KUEHNE NAGEL,ZI VILLEMAN BATIMENT A PORTE 30 1 BD ARAGO,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.014,44450202500059,LDC SABLE,ZI VILLEMILAN 2 AV LAVOISIER,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.019,40320696400252,MAXIMO,N? 14-16 16 BD ARAGO,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.021,37801577000027,CALIXIR - CALIXIR TRAITEUR EVENEMETIEL...,1 RUE GUILLAUME BIGOURDAN,91320,WISSOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.689.030,39485598500047,SOCIETE COOP APPRIVISIONNEMENT SCAPMAR,ZAC DU VAULORIN 5 RUE MARCELIN BERTHELOT,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.031,78936566500015,OLANO WISSOUS,AV JEANNE GARNERIN,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.033,44204714800055,C.FROID,(7-9) 7 AV JEANNE GARNERIN,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.689.034,53537519000027,TERRA MARINE FRANCE TRADING,11 A 13 11 BD DE L EUROPE,91320,WISSOUS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
91.689.036,53422824200028,WORLD AND MORE - WORLD AND MORE,2 BD DE L EUROPE,91320,WISSOUS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.691.008,33476927000086,ALTERITE - ETABLISSEMENT SERVICE D'AIDE PAR LE TRAV,ESAT LA CHATAIGNERAIE 4 IMP DES ECUREUILS,91330,YERRES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.002.001,66202519625357,ELRES,191 RUE DES RABATS,92160,ANTONY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.002.003,53837241800011,MULTICASH DISTRIBUTION,12 AV SOMMER,92160,ANTONY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.002.004,66202519632320,ELRES,2542 2 RUE DE L ABBAYE,92160,ANTONY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.002.005,45241356000015,DISPRO FRANCE,34 AV LEON JOUHAUX,92160,ANTONY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.002.006,77572113700013,ASSOCIATION ST RAPHAEL,2 PL DU CARROUSSEL,92160,ANTONY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.002.010,34358659000030,LA TABLE DE CANA,5 B AV MAURICE RAVEL,92160,ANTONY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.004.001,58214433300017,GRATIOT PERE ET FILS,122 BD VOLTAIRE,92600,ASNIERES SUR SEINE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
92.004.003,66202519621794,ELRES,ADM ASNIERES 5 RUE MARIE CURIE,92600,ASNIERES SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.004.004,75257321200012,ALBO,5 RUE ABBE GLATZ,92600,ASNIERES SUR SEINE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
92.004.051,66202519631827,ELRES,3233 19 RUE DE LA STATION,92600,ASNIERES SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.007.002,21920007800216,COMMUNE DE BAGNEUX - MAIRIE,MAIRIE DE BAGNEUX 57 AV HENRI RAVERA,92220,BAGNEUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.007.050,19921168100010,COLLEGE ROMAIN ROLLAND,28 RUE DE LA LISETTE,92220,BAGNEUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.012.008,40103136400029,BYZANCE,27 RUE YVES KERMEN,92100,BOULOGNE BILLANCOURT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.012.010,19921239000033,COLLEGE JEAN RENOIR - CUISINE CENTRALE,29 RUE YVES KERMEN,92100,BOULOGNE BILLANCOURT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.012.013,21920012800011,COMMUNE DE BOULOGNE-BILLANCOURT - MAIRIE,MAIRIE DE BOULOGNE-BILLANC 26 AV ANDRE MORIZET,92100,BOULOGNE BILLANCOURT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.012.014,51533113000010,KOSHER BASSAR - KB DISTRIBUTION,17BIS 19 RUE YVES KERMEN,92100,BOULOGNE BILLANCOURT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
92.012.015,52996721800023,NOUVELLE BOUCHERIE ANDRE PHILIPPE - METZGER ANDRE,104 RUE DU POINT DU JOUR,92100,BOULOGNE BILLANCOURT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
92.012.020,26750045200375,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS - HOPITAL AMBROISE PARE,9 AV CHARLES DE GAULLE,92100,BOULOGNE BILLANCOURT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.014.001,63204104234820,COMPASS GROUP FRANCE,85 AV DU GENERAL LECLERC,92340,BOURG LA REINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.019.001,21920019300015,COMMUNE DE CHATENAY MALABRY - MAIRIE,26 RUE DU DOCTEUR LE SAVOUREUX,92290,CHATENAY MALABRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.019.021,21920019300015,COMMUNE DE CHATENAY MALABRY - MAIRIE,26 RUE DU DOCTEUR LE SAVOUREUX,92290,CHATENAY MALABRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.020.003,21920020100016,COMMUNE DE CHATILLON - MAIRIE,1 PL DE LA LIBERATION BP 78,92320,CHATILLON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.023.003,21920023500014,COMMUNE DE CLAMART - MAIRIE,MAIRIE DE CLAMART 1 PL MAURICE GUNSBOURG,92140,CLAMART,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.023.02,57211876800025,JUND,RJ LE FIN GOURMET 30 RUE DES CARNETS,92140,CLAMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.024.002,51037087700035,DON GIUSEPPE,14 RUE GESNOUIN,92110,CLICHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.024.003,53358790300022,SARL E.DUVEAU & ASSOCIES,7 RUE DES FRERES LUMIERE,92110,CLICHY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
92.025.001,56210638500080,DALLOYAU,286 RUE DU PDT SALVADOR ALLENDE,92700,COLOMBES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.025.002,19921229100017,LYCEE PROFESSIONNEL VALMY,130 BD DE VALMY,92700,COLOMBES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.025.005,61205192000231,HEDIARD,61-69 61 RUE DU PRESIDENT KENNEDY,92700,COLOMBES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.025.008,39182737500067,BUTARD ENESCOT - BUTARD ENESCOT,308 RUE DU PDT SALVADOR ALLENDE,92700,COLOMBES,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
92.025.011,35041051000027,CCK DIFFUSION SARL - ARCADY'S,165 BD DE VALMY,92700,COLOMBES,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
92.025.013,42807384500037,SOFY'S & CO,BAT FITZGERALD HALL 603 165 BD DE VALMY,92700,COLOMBES,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
92.025.051,20003018700013,CO CLI CO COLOMBES CLICHY COLL REST,26 A 30 26 RUE DE BELLEVUE,92700,COLOMBES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.025.052,37774927000049,LES FOURNEAUX DE MARTHE ET MATTHIEU,101 - 103 101 RUE HENRI DUNANT,92700,COLOMBES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.026.010,40060422900023,FAUCHON RECEPTIONS - FAUCHON RECEPTIONS,39 AV DE L EUROPE,92400,COURBEVOIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.026.011,21920026800015,COMMUNE DE COURBEVOIE - MAIRIE,2 PL DE L HOTEL DE VILLE,92400,COURBEVOIE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.032.001,21920032600011,COMMUNE DE FONTENAY AUX ROSES - MAIRIE,75 RUE BOUCICAUT,92260,FONTENAY AUX ROSES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.036.001,60203279900044,SOCIETE BARDET LE GRAND LARGE,3 AV DENIS PAPIN,92230,GENNEVILLIERS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
92.036.017,42425086800462,L'AFFICHE - UCP GENNEVILLIERS,UCB 103 AVENUE LAURENT CELY 1 RUE TRAVERSIERE,92230,GENNEVILLIERS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
92.036.022,40888093800027,JFC FRANCE,PERIPARK GENNEVILLIERS BATIMENT C 101 AV LOUIS ROCHE,92230,GENNEVILLIERS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.036.023,40363187200054,TOUTADOM,1 B VLA CHARLES,93800,EPINAY SUR SEINE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
92.036.025,20002544300017,SYNDICAT POUR RESTAURATION COLLECTIVE,RUE DES CABOEUFS,92230,GENNEVILLIERS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.036.026,45251235300023,MAMIE COCOTTE CARRE 92,CARRE 92 BAT G3 10 AV DES LOUVRESSES,92230,GENNEVILLIERS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.036.027,41460103900046,LA MAISON NORDIQUE,20-22 20 RUE THOMAS EDISON,92230,GENNEVILLIERS,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
92.040.003,41460103900038,LA MAISON NORDIQUE,4 PL LEON BLUM,92130,ISSY LES MOULINEAUX,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
92.046.002,26920078800017,CAISSE DES ECOLES DE MALAKOFF - CDE,MAIRIE DE MALAKOFF 1 PL DU ONZE NOVEMBRE,92240,MALAKOFF,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.046.003,21920046600015,COMMUNE DE MALAKOFF - MAIRIE,MAIRIE DE MALAKOFF 1 PL DU ONZE NOVEMBRE BP 168,92240,MALAKOFF,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.048.005,33825313102239,SOC FRANCAISE RESTAURATION SERVICES - SODEXHO FRANCE ENTREPRISES ADMINISTRAT,24 RUE ALEXANDRE GUILMANT,92190,MEUDON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.048.154,31902659700041,ASSOCIATI AMIS PARENTS ENFANTS INADAPT,FOYER DES BORDS DE SEINE 11 RTE DE VAUGIRARD,92190,MEUDON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.050.002,35371812500035,VENG HOUR - VENG HOUR,53 RUE DE NEUILLY,92000,NANTERRE,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
92.050.004,21920050800014,COMMUNE DE NANTERRE - MAIRIE,88 RUE DU 8 MAI 1945,92000,NANTERRE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.050.006,39931561300428,METRO CASH & CARRY FRANCE,Z.A. DU PETIT NANTERRE 5 RUE DES GRANDS PRES,92000,NANTERRE,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
92.050.008,40372295200013,TRAITEUR 2L LAURENT LAPIERRE,PLACE DES BELLES FEMMES 2 RUE DU MARCHE,92000,NANTERRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
92.051.001,55209282700062,SOC CAVIAR VOLGA,31 BD PAUL EMILE VICTOR,92200,NEUILLY SUR SEINE,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
92.051.002,26920005100028,EHPAD MAISON DE RETRAITE,20 RUE DES GRAVIERS,92200,NEUILLY SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.060.001,43401254800021,PEGASE - B.V.S,BATIMENT B 7 AV GALILEE,92350,LE PLESSIS ROBINSON,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
92.063.001,57210217607834,SOGERES - SOGERES,60 CHE DE LA GRILLE VERTE,92500,RUEIL MALMAISON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.063.003,45054475400010,SAVEURS CRISTAL,19 BD NATIONAL 55 AV GABRIEL PERI,92500,RUEIL MALMAISON,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
92.063.004,26920133100015,HOPITAL DEPARTEMENTAL STELL,1 RUE CHARLES DROT,92500,RUEIL MALMAISON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.063.050,17780430900371,ACADEMIE DE VERSAILLES - UNITE CENTRALE DE PRODUCTION,65 AV DE LA REPUBLIQUE,92500,RUEIL MALMAISON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.071.003,77568300600040,FONDATION SANTE DES ETUDIANTS DE FRANC - CLINIQUE DUPRE,30 AV DU PRES F ROOSEVELT,92330,SCEAUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.071.004,31497495700016,ASS GESTION EXTERNAT SAINTE JEANNE D'A,27 RUE DES IMBERGERES,92330,SCEAUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.072.001,44437304700034, L'ITALIE A DOMICILE,QUARTIER DES BRUYERES 20 RUE WOLFENBUTTEL,92310,SEVRES,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
92.073.002,40845729900019,ASSOCIATION HOPITAL FOCH,40 RUE WORTH,92150,SURESNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.073.003,21920073000014,COMMUNE DE SURESNES - MAIRIE,HOTEL DE VILLE 2 RUE CARNOT,92150,SURESNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.073.005,49001763900017,EN FAMILLE,4 T RUE DIDEROT,92150,SURESNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.073.006,50783224400028,SUSHI SHOP TRAITEUR,81 RUE ROUGET DE LISLE,92150,SURESNES,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
92.078.003,66202519649217,ELRES - REF INTERNE 142511,23 AV JEAN MOULIN,92390,VILLENEUVE LA GARENNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
92.078.004,39931561300634,METRO CASH & CARRY FRANCE,102-104 102 AV DE VERDUN,92390,VILLENEUVE LA GARENNE,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,
93.001.013,38235685500033,KRS,9 A 15 9 RUE DES QUATRE CHEMINS,93300,AUBERVILLIERS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
93.001.050,69204586700011,BOUCHERIE DE LA PORTE DE LA VILLETTE,1 RUE SOLFERINO,93300,AUBERVILLIERS,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
93.001.066,38168744100042,KOSKAS & FILS,53 RUE ANDRE KARMAN,93300,AUBERVILLIERS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
93.001.094,44078877600019,DVA CLASS,16 B RUE DE LA MALADRERIE,93300,AUBERVILLIERS,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,1,,,,
93.001.162,50794677000017,KEKO,157 BD EDOUARD VAILLANT,93300,AUBERVILLIERS,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
93.001.363,51792222500027,YAKI COOK TRAITEUR,9 RUE PAUL DOUMER,93300,AUBERVILLIERS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
93.005.028,21930005000016,COMMUNE D'AULNAY SOUS BOIS - MAIRIE,PL DE L HOTEL DE VILLE BP 56,93600,AULNAY SOUS BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.005.093,50806876400028,HALAL KEBAB - EKIN KEBAB,55-73 ZI DES MARDELLES 55 RUE BLAISE PASCAL,93600,AULNAY SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
93.005.286,43914696000018,ASS GESTION CTRE TOULOUSE-LAUTREC,RUE MICHEL ANGE,93600,AULNAY SOUS BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.006.028,39446270900012,OGEC SAINT BENOIT DE L EUROPE,82 AV GAMBETTA,93170,BAGNOLET,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.007.005,25930037400016,SI RESTAURATION COLLECTIVE BLANC MESNI,6 RUE GUSTAVE ROUSSY,93150,LE BLANC MESNIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.007.050,34368733100029,ALPHA RECEPTION,15 RUE DE LA VICTOIRE,93150,LE BLANC MESNIL,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,
93.008.008,30213609800019,ARMOR CUISINE,8 RUE LAVOISIER,93000,BOBIGNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.008.014,39931561300345,METRO CASH & CARRY FRANCE,35-77 ZI LES VIGNES 35 RUE BENOIT FRACHON,93000,BOBIGNY,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
93.008.017,25930032500018,SYND INTERCOM RESTAURATION COLLECTIVE,68 RUE GALLIENI,93000,BOBIGNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.008.025,19931194500018,COLLEGE REPUBLIQUE,84 RUE DE LA REPUBLIQUE,93000,BOBIGNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.008.158,49412844000018,SARL MSA,92 RUE BENOIT FRACHON,93000,BOBIGNY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.010.081,50751705000013,ABATTOIR DE BONDY,5 CHE LATERAL,93140,BONDY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.010.399,37969351800027,C.MIGUEL,1 T CHE LATERAL,93140,BONDY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.013.007,39356485100037,CHOI BO-KYUNG,12 A 14 12 RUE HELENE BOUCHER,93350,LE BOURGET,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.014.003,39525422000043,SINGLY,15 ALL DE LA FOSSE MAUSSOIN,93390,CLICHY SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,
93.014.005,41849248400013,K.V.R.,4 PL DU CHATEAU,93390,CLICHY SOUS BOIS,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
93.014.009,19930616800014,COLLEGE ROMAIN ROLLAND,ALL DE GAGNY,93390,CLICHY SOUS BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.014.014,63204104230117,COMPASS GROUP FRANCE - COMPASS GROUPE FRANCE 1779,DSP CLICHY 8 BD EMILE ZOLA,93390,CLICHY SOUS BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.015.002,21930015900049,COMMUNE DE COUBRON - ECOLE MATERNELLE PUB G MERCIER,21 RUE RAOUL LARCHE,93470,COUBRON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.027.001,54210305600017,SOCIETE PARISIENNE DE BOYAUDERIE,97 AV JEAN MERMOZ,93120,LA COURNEUVE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
93.027.080,43511909400017,DAVIMA,80 AV DU GENERAL LECLERC,93120,LA COURNEUVE,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,
93.027.132,66200640200025,HAUDECOEUR,60-62 60 RUE EMILE ZOLA,93120,LA COURNEUVE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.027.141,33825308123083,SODEXO SANTE MEDICO SOCIAL,SESAM 141 RUE RATEAU,93120,LA COURNEUVE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.027.156,41525644500024,GAPP - LE PORTUGAL DES SAVEURS,94-98 94 AV JEAN MERMOZ,93120,LA COURNEUVE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.029.008,19931201800021,COLLEGE PAUL BERT,2 RUE MAX JACOB,93700,DRANCY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.029.221,79004244400014,MERIC VIANDES,143-145 143 AV DE LA DIVISION LECLERC,93700,DRANCY,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,,,
93.029.241,52856956900015,VIA VIANDE,143-145 143 AV DE LA DIVISION LECLERC,93700,DRANCY,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,1,,,,
93.029.265,50917633500016,CALIMERO,17 IMP DES LIMITES,93700,DRANCY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.031.031,26930053900047,CAISSE DES ECOLES D EPINAY SUR SEINE - CUISINE CENTRALE,11 RUE JEAN BAPTISTE CLEMENT,93800,EPINAY SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.032.032,21930032400015,COMMUNE DE GAGNY - MAIRIE,1 PL FOCH,93220,GAGNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.033.002,21930033200018,COMMUNE DE GOURNAY-SUR-MARNE - MAIRIE,PARC DE LA MAIRIE 7 AV FOCH,93460,GOURNAY SUR MARNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.039.002,21930039900017,COMMUNE DE L ILE ST DENIS - MAIRIE,1 RUE MECHIN,93450,L' ILE SAINT DENIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.047.034,33033917700041,ASPASIA BUI KIM KHUE,40 A 44 40 AV DES HORTENSIAS,93370,MONTFERMEIL,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,
93.048.265,43323599100034,SOLKNEIP,140 R SAINT DENIS ET 230 RUE DE ROMAINVILLE,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
93.048.297,43275548600037,CULINIA PRODUCTION,28 RUE BRULEFER,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,
93.048.298,48473271400015,SARL WAN SEN,257 B RUE DE ROSNY,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
93.048.301,48066040600020,SAPIR,181 RUE DE ROMAINVILLE,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
93.048.328,39534627300018,PASTA NOSTRANA,180 BD DE LA BOISSIERE,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
93.048.357,50245529800021,CHARLY INDUSTRIE SERVICE,15 BD JEANNE D ARC,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,
93.048.363,47989596300037,WU WEI YUAN,5 RUE DES LILAS,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,
93.048.366,51964958600020,CAFE POUCHKINE SAS,82 RUE GASTON LAURIAU,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
93.048.660,52119857200062,BOCO,22 RUE CONDORCET,93100,MONTREUIL SOUS BOIS,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,
93.050.006,19930894100012,COLLEGE HONORE DE BALZAC,65 RUE PAUL ET CAMILLE THOMOUX,93330,NEUILLY SUR MARNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.050.008,31498864300032,OFFICE NOCEEN DE RESTAURATION,6 AV WINSTON CHURCHILL,93330,NEUILLY SUR MARNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.050.238,26930093500013,ETS PUBLIC DE SANTE DE VILLE-EVRARD,202 AV JEAN JAURES,93332,NEUILLY SUR MARNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.051.007,66202519644564,ELRES,7 AV DES GRAVIERS,93160,NOISY LE GRAND,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.051.104,43150918100035,NAYA,18 RUE DU BALLON,93160,NOISY LE GRAND,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
93.051.139,45406685300010,SARL LY,ZI RICHARDETS NORD 29 ALL DU CLOSEAU,93160,NOISY LE GRAND,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,
93.051.370,79963253400019,NAYA 17,17 RUE DU BALLON,93160,NOISY LE GRAND,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
93.052.002,32535669900018,VIET - HUNG,57 AV DE STRASBOURG,93130,NOISY LE SEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
93.052.013,25930035800019,SIVU PROD LIVRAISON REPAS COLLECTIFS,1 RUE SAINT JUST,93130,NOISY LE SEC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.055.014,43122925100019,DELICE IKBAR,13 A 15 13 RUE BOIELDIEU,93500,PANTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
93.055.018,19931713200017,COLLEGE LAVOISIER,4 RUE LAVOISIER,93500,PANTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.055.040,77569474807999,CAISSE CENTRALE ACTIVITE SOCIALE - RESTAURANT PANTIN,6 RUE DE LA LIBERTE,93500,PANTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.057.003,57211887500044,LA NORMANDIE A PARIS,ZI DE LA POUDRETTE 36 ALL DE LUXEMBOURG,93320,LES PAVILLONS SOUS BOIS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93.057.010,21930057100011,COMMUNE DE PAVILLONS SOUS BOIS - MAIRIE,144 AV JEAN JAURES,93320,LES PAVILLONS SOUS BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.059.045,80246855300010,V.O.R. - V.O.R,56 BD PASTEUR,93380,PIERREFITTE SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.061.027,30116075000214,CLINEA - CLINIQUE DU PRE SAINT GERVAIS,10 RUE SIMONNOT,93310,LE PRE SAINT GERVAIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
93.062.009,78564689400028,ASSOCIATION MERKAZ HATORAH,065 A 067 65 BD DU MIDI,93340,LE RAINCY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
